,latitude,longitude,year,period,taxon,doy,state,all_species_dist,interval,inat,springtemp.x,springtemp.y,springsd2,springsd1,1,2,3,4,5,6,slope1,slope2
45,35.9606384,-83.9207392,1852,past,acer_saccharinum,80,flowering,499783,0,0,13.51169586,6.482442349,6.013283675,6.883025043,-1.009355783,4.405192494,10.20550609,12.3284266,19.35583615,21.2635175,4.523977654,4.581366074
46,33.315643,-86.18768,1853,past,acer_saccharinum,83,flowering,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
47,32.7045753,-87.5958396,1858,past,acer_saccharinum,84,foliage,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
48,35.037,-85.2672,1853,past,acer_saccharinum,91,foliage,521570,0,0,14.29051971,7.315166857,5.067686695,7.311359441,2.026436687,4.681166798,8.958030835,13.59503311,18.23004948,23.15880263,4.312728001,3.89826533
49,33.315643,-86.18768,1853,past,acer_saccharinum,95,foliage,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
50,33.315643,-86.18768,1852,past,acer_saccharinum,96,flowering,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
51,32.7045753,-87.5958396,1858,past,carya_alba,83,foliage,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
52,35.9131996,-79.0558445,1858,past,carya_alba,93,foliage,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
53,32.0810429,-89.1705998,1855,past,carya_alba,97,foliage,199076,0,0,17.40542221,11.94288844,5.639309028,7.590283251,8.842143774,6.67615819,12.73214245,19.52110934,23.43788171,24.6598174,3.890357302,3.809288096
54,34.778,-79.792,1855,past,carya_alba,108,flowering,159446,0,0,15.43852139,9.532560617,6.051555309,8.417118185,6.557514787,3.824475765,9.954147935,17.79410398,21.36032513,24.25955179,4.255933976,3.983943975
55,33.4956744,-88.4272627,1857,past,cercis_canadensis,51,flowering,339355,0,0,15.62670231,9.01729852,5.29551933,5.779659588,1.14562273,12.16594219,10.6382668,12.11936235,19.05784035,24.15209782,3.919690442,3.139354348
56,33.4257231,-88.8788344,1857,past,cercis_canadensis,55,flowering,340971,0,0,15.59099483,9.041728765,5.215872209,5.776558249,1.321455002,12.4663372,10.46188414,11.91723871,19.02752209,24.08199215,3.855474142,2.978289807
57,32.7045753,-87.5958396,1857,past,cercis_canadensis,58,flowering,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196
58,33.8361,-81.1637,1852,past,cercis_canadensis,62,flowering,175447,0,0,16.9764843,10.1915569,5.030473912,6.513495207,3.414197683,9.349334002,13.65059865,14.35209727,22.92648184,24.60391271,4.210900494,3.711496341
59,33.315643,-86.18768,1852,past,cercis_canadensis,70,flowering,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
60,32.0810429,-89.1705998,1855,past,cercis_canadensis,71,foliage,199076,0,0,17.40542221,11.94288844,5.639309028,7.590283251,8.842143774,6.67615819,12.73214245,19.52110934,23.43788171,24.6598174,3.890357302,3.809288096
61,34.2465,-80.607,1852,past,cercis_canadensis,71,flowering,166680,0,0,16.91627884,10.01249576,5.107567016,6.661527631,3.158666372,9.101909399,13.49815488,14.29125237,22.88335419,24.80672295,4.296506135,3.779400349
62,32.7045753,-87.5958396,1858,past,cercis_canadensis,72,flowering,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
63,33.346,-79.2167,1855,past,cercis_canadensis,74,flowering,15989,0,0,17.69200706,13.89109462,2.824073421,5.515685957,13.16979814,10.93784857,13.7367447,17.71998706,21.73253892,24.33292028,2.633797833,1.64494629
64,33.315643,-86.18768,1852,past,cercis_canadensis,75,foliage,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
65,34.778,-79.792,1855,past,cercis_canadensis,75,flowering,159446,0,0,15.43852139,9.532560617,6.051555309,8.417118185,6.557514787,3.824475765,9.954147935,17.79410398,21.36032513,24.25955179,4.255933976,3.983943975
66,33.5604168,-81.7195533,1853,past,cercis_canadensis,78,flowering,180890,0,0,17.45598602,11.66685939,5.098368536,6.40513459,6.04320395,9.424069762,13.32148582,17.87867802,21.47746215,25.59111857,3.955912643,3.940383828
67,33.2781686,-86.3549774,1858,past,cercis_canadensis,79,flowering,313007,0,0,15.92860126,11.1350277,4.449064504,7.159570417,9.856516123,5.906039,12.24030975,16.53724593,20.93404057,24.02537066,3.435006102,2.637646016
68,33.315643,-86.18768,1853,past,cercis_canadensis,79,flowering,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
69,34.9011886,-84.9738349,1859,past,cercis_canadensis,79,flowering,505725,0,0,15.35928345,8.970635504,4.844047281,7.114020201,3.802544236,6.379738808,10.99654889,14.70371008,20.87974417,23.83667667,4.210795413,3.732030761
70,33.4956744,-88.4272627,1858,past,cercis_canadensis,80,flowering,339355,0,0,16.33400726,11.44054988,4.62834416,7.260419009,9.973459721,5.77198863,13.50487828,16.51187289,21.53219409,24.34910214,3.490452088,2.734812915
71,33.346,-79.2167,1855,past,cercis_canadensis,81,foliage,15989,0,0,17.69200706,13.89109462,2.824073421,5.515685957,13.16979814,10.93784857,13.7367447,17.71998706,21.73253892,24.33292028,2.633797833,1.64494629
72,32.7045753,-87.5958396,1857,past,cercis_canadensis,84,foliage,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196
73,35.9132,-79.0558,1853,past,cercis_canadensis,89,flowering,211244,0,0,15.5318222,8.477487653,4.94992582,6.973795332,2.638730764,6.929753423,9.964083254,14.37738317,18.89154524,24.41013575,4.261591436,3.825028706
74,35.9132,-79.0558,1858,past,cercis_canadensis,89,flowering,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
75,32.7045753,-87.5958396,1858,past,cercis_canadensis,91,foliage,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
76,35.037,-85.2672,1853,past,cercis_canadensis,95,flowering,521570,0,0,14.29051971,7.315166857,5.067686695,7.311359441,2.026436687,4.681166798,8.958030835,13.59503311,18.23004948,23.15880263,4.312728001,3.89826533
77,35.9131996,-79.0558445,1858,past,cercis_canadensis,100,foliage,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
78,33.315643,-86.18768,1853,past,cercis_canadensis,110,foliage,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
79,35.9131996,-79.0558445,1853,past,cercis_canadensis,110,foliage,211244,0,0,15.5318222,8.477487653,4.94992582,6.973795332,2.638730764,6.929753423,9.964083254,14.37738317,18.89154524,24.41013575,4.261591436,3.825028706
80,31.9891697,-91.229,1856,past,cornus_florida,61,flowering,246819,0,0,17.40059853,9.431135185,7.411842149,8.489864816,1.10213995,6.960700989,10.89275599,18.76894382,22.56955361,27.81103933,5.378492646,5.69324666
81,32.0871,-87.0342,1858,past,cornus_florida,64,flowering,198145,0,0,17.59302711,12.90511085,3.996453404,6.550686483,11.11943507,8.498792648,14.24893111,17.75328457,22.64653701,24.81758595,3.269666883,2.565168697
82,32.8407,-87.8875,1852,past,cornus_florida,66,flowering,270026,0,0,17.36184311,10.65407225,6.125710414,5.770598355,2.171282768,10.17527032,14.79504812,15.47468781,21.83087137,24.53334141,4.213049601,4.452999294
83,32.7045753,-87.5958396,1857,past,cornus_florida,76,foliage,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196
84,32.0871,-87.0342,1857,past,cornus_florida,77,flowering,198145,0,0,16.80523109,10.85773686,4.893684448,5.146786097,3.658178329,14.11224556,11.92547905,13.73504448,20.02532482,24.22806263,3.497092135,2.804383194
85,32.0808989,-81.091203,1856,past,cornus_florida,80,flowering,15394,0,0,18.33313179,13.07049209,4.620983519,5.655790603,7.951732635,11.32096505,14.13701594,18.87225473,22.25918502,25.07623577,3.519211839,3.557761717
86,32.7045753,-87.5958396,1858,past,cornus_florida,81,foliage,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
87,33.8361,-81.1637,1852,past,cornus_florida,81,flowering,175447,0,0,16.9764843,10.1915569,5.030473912,6.513495207,3.414197683,9.349334002,13.65059865,14.35209727,22.92648184,24.60391271,4.210900494,3.711496341
88,32.0810429,-89.1705998,1856,past,cornus_florida,82,flowering,199076,0,0,17.02875137,9.197068579,7.368110462,8.241734653,0.891240597,6.495379686,11.09537697,18.30627707,22.55459243,26.69213164,5.268371244,5.684510669
89,34.2465,-80.607,1852,past,cornus_florida,82,flowering,166680,0,0,16.91627884,10.01249576,5.107567016,6.661527631,3.158666372,9.101909399,13.49815488,14.29125237,22.88335419,24.80672295,4.296506135,3.779400349
90,32.0810429,-89.1705998,1855,past,cornus_florida,83,foliage,199076,0,0,17.40542221,11.94288844,5.639309028,7.590283251,8.842143774,6.67615819,12.73214245,19.52110934,23.43788171,24.6598174,3.890357302,3.809288096
91,32.7045753,-87.5958396,1857,past,cornus_florida,83,flowering,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196
92,33.2781686,-86.3549774,1858,past,cornus_florida,83,flowering,313007,0,0,15.92860126,11.1350277,4.449064504,7.159570417,9.856516123,5.906039,12.24030975,16.53724593,20.93404057,24.02537066,3.435006102,2.637646016
93,32.7045753,-87.5958396,1858,past,cornus_florida,84,flowering,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
94,33.2757006,-82.9762589,1857,past,cornus_florida,86,flowering,239839,0,0,15.13357449,8.348926127,4.873132995,6.406961792,1.304978848,10.76122522,9.071041822,12.25845861,19.39268339,24.1844638,4.099406173,3.11702559
95,33.2781686,-86.3549774,1857,past,cornus_florida,86,flowering,313007,0,0,14.8621521,8.34246546,4.860578036,6.033764352,1.251975536,11.195647,9.141541481,11.78069782,18.62372065,23.56915188,3.900264542,2.953206134
96,33.4956744,-88.4272627,1857,past,cornus_florida,87,flowering,339355,0,0,15.62670231,9.01729852,5.29551933,5.779659588,1.14562273,12.16594219,10.6382668,12.11936235,19.05784035,24.15209782,3.919690442,3.139354348
97,32.7045753,-87.5958396,1856,past,cornus_florida,95,flowering,274730,0,0,17.1094532,9.490505695,7.573695683,8.040490046,1.007469654,6.578230858,11.53352034,18.84280193,22.02780223,26.56490636,5.184147978,5.846128631
98,33.315643,-86.18768,1852,past,cornus_florida,95,foliage,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
99,35.9131996,-79.0558445,1858,past,cornus_florida,95,foliage,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
100,35.9606384,-83.9207392,1852,past,cornus_florida,98,flowering,499783,0,0,13.51169586,6.482442349,6.013283675,6.883025043,-1.009355783,4.405192494,10.20550609,12.3284266,19.35583615,21.2635175,4.523977654,4.581366074
101,34.3659868,-89.5188246,1856,past,cornus_florida,99,flowering,446193,0,0,15.23373795,6.381076306,8.309720508,9.940157778,-2.122211456,3.205006123,6.90298605,17.53852451,21.72760165,26.79456937,6.022492262,6.268018782
102,34.778,-79.792,1855,past,cornus_florida,99,flowering,159446,0,0,15.43852139,9.532560617,6.051555309,8.417118185,6.557514787,3.824475765,9.954147935,17.79410398,21.36032513,24.25955179,4.255933976,3.983943975
103,33.4956744,-88.4272627,1856,past,cornus_florida,100,flowering,339355,0,0,16.53373146,8.08919549,8.379642331,9.107359505,-0.924198627,4.741863012,9.697057962,18.84205961,22.75931728,26.62835503,5.741718078,6.425396967
104,34.2465,-80.607,1856,past,cornus_florida,102,flowering,166680,0,0,17.01758575,8.925413102,7.344478,9.25232612,1.61536932,6.270559192,8.824089289,18.99163461,23.05513382,27.94650769,5.490770316,5.468232596
105,35.9131996,-79.0558445,1858,past,cornus_florida,102,flowering,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
106,35.9131996,-79.0558445,1853,past,cornus_florida,104,flowering,211244,0,0,15.5318222,8.477487653,4.94992582,6.973795332,2.638730764,6.929753423,9.964083254,14.37738317,18.89154524,24.41013575,4.261591436,3.825028706
107,33.315643,-86.18768,1853,past,cornus_florida,105,foliage,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
108,35.037,-85.2672,1853,past,cornus_florida,108,flowering,521570,0,0,14.29051971,7.315166857,5.067686695,7.311359441,2.026436687,4.681166798,8.958030835,13.59503311,18.23004948,23.15880263,4.312728001,3.89826533
109,35.9131996,-79.0558445,1853,past,cornus_florida,108,foliage,211244,0,0,15.5318222,8.477487653,4.94992582,6.973795332,2.638730764,6.929753423,9.964083254,14.37738317,18.89154524,24.41013575,4.261591436,3.825028706
110,32.7045753,-87.5958396,1856,past,cornus_florida,109,foliage,274730,0,0,17.1094532,9.490505695,7.573695683,8.040490046,1.007469654,6.578230858,11.53352034,18.84280193,22.02780223,26.56490636,5.184147978,5.846128631
111,33.346,-79.2167,1856,past,cornus_florida,109,flowering,15989,0,0,18.50082016,13.74229422,3.525462068,5.728146617,10.52864671,12.33479452,13.37886691,18.72686875,22.33500552,25.72856545,3.181377959,2.563873851
112,33.5604168,-81.7195533,1856,past,cornus_florida,109,flowering,180890,0,0,16.63391113,9.17056042,7.227568971,8.477085099,1.821018696,6.265424252,9.732898235,18.8629005,21.48605857,26.82227015,5.137090357,5.459311938
113,33.315643,-86.18768,1852,past,cornus_florida,111,flowering,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
114,32.7045753,-87.5958396,1857,past,fraxinus_americana,85,foliage,274730,0,0,16.40888405,10.20937255,4.964063887,5.414106733,2.874641418,13.4239893,11.46132147,13.07753801,19.88119388,24.20038152,3.646186594,2.864602196
115,33.2781686,-86.3549774,1858,past,fraxinus_americana,91,foliage,313007,0,0,15.92860126,11.1350277,4.449064504,7.159570417,9.856516123,5.906039,12.24030975,16.53724593,20.93404057,24.02537066,3.435006102,2.637646016
116,32.7045753,-87.5958396,1858,past,fraxinus_americana,93,foliage,274730,0,0,17.1618824,12.39128854,4.319672127,6.855474646,10.72986865,7.429055214,13.87852818,17.52770212,22.40722346,24.56690526,3.364824621,2.684297338
117,33.2781686,-86.3549774,1858,past,fraxinus_americana,94,flowering,313007,0,0,15.92860126,11.1350277,4.449064504,7.159570417,9.856516123,5.906039,12.24030975,16.53724593,20.93404057,24.02537066,3.435006102,2.637646016
118,35.9131996,-79.0558445,1858,past,fraxinus_americana,99,foliage,211244,0,0,14.05421257,8.206188515,5.049997461,8.545314397,6.575077772,2.781313896,8.609747529,14.85861486,19.99687666,24.02450991,4.146934751,3.06790449
119,31.6321148,-91.8109604,1858,past,fraxinus_americana,121,foliage,222008,0,0,18.31142998,13.82400325,4.35107447,6.356903129,11.75663137,8.722647667,16.77497721,18.04175675,22.92703968,25.09072638,3.158583731,2.690770566
120,35.9131996,-79.0558445,1853,past,lindera_benzoin,71,flowering,211244,0,0,15.5318222,8.477487653,4.94992582,6.973795332,2.638730764,6.929753423,9.964083254,14.37738317,18.89154524,24.41013575,4.261591436,3.825028706
121,33.315643,-86.18768,1853,past,lindera_benzoin,79,flowering,314133,0,0,16.62057877,10.13389943,4.810972605,6.609772908,4.833867073,7.698565632,12.34368718,15.65947783,19.93511152,24.76960301,3.991545944,3.712195382
122,33.315643,-86.18768,1852,past,lindera_benzoin,85,foliage,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
123,33.315643,-86.18768,1852,past,lindera_benzoin,91,flowering,314133,0,0,15.84089565,9.030412197,5.754644235,6.202812287,1.221387863,8.19956696,12.93025601,13.77043796,20.90949392,23.39472318,4.28104684,4.237783933
